                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.52567,                 0.3805,                0.90737,                0.87322,                0.78888,                 0.8412,                0.63557,                0.97784,                0.70791,                 1.0793,              0.0005953,              0.0005953,              0.0005953
                     51,                0.52131,                0.37341,                0.89674,                 0.8538,                0.77338,                0.83319,                0.63769,                0.96414,                 0.6784,                  1.071,             0.00059468,             0.00059468,             0.00059468
                     52,                0.52676,                 0.3711,                0.90584,                  0.882,                0.78743,                0.85278,                0.64953,                0.95254,                0.66449,                 1.0498,             0.00059406,             0.00059406,             0.00059406
                     53,                0.53319,                0.38132,                0.90442,                0.87626,                0.80339,                0.85476,                0.64673,                 0.9805,                0.69604,                 1.0567,             0.00059344,             0.00059344,             0.00059344
                     54,                0.53713,                0.37891,                0.90383,                0.82276,                0.81628,                0.84495,                0.64733,                0.97624,                0.66077,                 1.0644,             0.00059282,             0.00059282,             0.00059282
                     55,                0.52654,                0.36902,                0.90219,                0.87099,                0.79638,                0.84624,                0.64488,                0.97729,                0.67568,                 1.0633,             0.00059221,             0.00059221,             0.00059221
                     56,                  0.526,                0.37793,                0.90273,                0.90938,                 0.7792,                0.84858,                0.63749,                0.97675,                0.66941,                 1.0731,             0.00059159,             0.00059159,             0.00059159
                     57,                 0.5355,                0.38187,                0.90594,                0.87755,                0.79771,                0.85309,                0.63726,                0.98144,                0.67294,                  1.065,             0.00059097,             0.00059097,             0.00059097
                     58,                0.51909,                0.36595,                0.90015,                0.88165,                0.80806,                0.85261,                0.63776,                0.99353,                0.67964,                 1.0746,             0.00059035,             0.00059035,             0.00059035
                     59,                0.52535,                0.37054,                0.90128,                0.90132,                0.78335,                0.84834,                0.63565,                0.99474,                0.67828,                 1.0746,             0.00058973,             0.00058973,             0.00058973
                     60,                0.52604,                 0.3771,                0.90277,                0.89434,                0.79342,                0.85337,                0.64758,                 0.9694,                0.68612,                 1.0744,             0.00058911,             0.00058911,             0.00058911
                     61,                0.51695,                0.37371,                0.90531,                 0.9043,                0.80389,                 0.8605,                0.65081,                0.98912,                  0.686,                 1.0883,             0.00058849,             0.00058849,             0.00058849
                     62,                0.51952,                0.37186,                0.90684,                0.89151,                0.80497,                0.86345,                0.65223,                 0.9893,                0.69137,                  1.096,             0.00058787,             0.00058787,             0.00058787
                     63,                0.53092,                0.38135,                0.90819,                0.87401,                0.81143,                0.86594,                0.64928,                 0.9848,                0.69843,                 1.0819,             0.00058726,             0.00058726,             0.00058726
                     64,                0.52744,                0.37779,                0.90068,                0.87383,                  0.817,                 0.8658,                 0.6467,                0.98039,                0.68598,                 1.0668,             0.00058664,             0.00058664,             0.00058664
                     65,                 0.5246,                0.36738,                0.89493,                0.89267,                0.79461,                0.85335,                0.64819,                0.98048,                0.67199,                 1.0695,             0.00058602,             0.00058602,             0.00058602
                     66,                0.50951,                0.36465,                0.89516,                0.86317,                0.79879,                0.85958,                0.64935,                0.98942,                0.67386,                  1.076,              0.0005854,              0.0005854,              0.0005854
                     67,                0.51675,                 0.3694,                0.89656,                0.88173,                0.81177,                0.86352,                0.65514,                0.97847,                0.67862,                 1.0601,             0.00058478,             0.00058478,             0.00058478
                     68,                0.50927,                0.36172,                0.89418,                 0.9136,                0.76398,                0.84361,                0.63755,                0.98991,                0.69889,                 1.0734,             0.00058416,             0.00058416,             0.00058416
                     69,                0.51291,                0.36515,                0.89765,                0.88337,                0.79114,                0.85485,                0.65789,                 0.9766,                 0.6806,                 1.0686,             0.00058354,             0.00058354,             0.00058354
                     70,                0.51518,                 0.3602,                0.89071,                0.87902,                0.80377,                 0.8576,                0.64992,                0.97975,                0.69975,                 1.0782,             0.00058292,             0.00058292,             0.00058292
                     71,                0.51219,                0.35826,                0.90381,                0.87876,                0.80131,                0.85409,                0.64256,                0.98744,                0.66916,                 1.0822,             0.00058231,             0.00058231,             0.00058231
                     72,                0.51426,                0.36824,                0.89846,                0.88225,                0.79701,                0.85752,                0.65399,                0.99004,                0.66647,                 1.0844,             0.00058169,             0.00058169,             0.00058169
                     73,                0.50372,                 0.3571,                0.89202,                0.87134,                0.79816,                0.84533,                0.63727,                0.97862,                0.65576,                 1.0779,             0.00058107,             0.00058107,             0.00058107
                     74,                0.51066,                0.36162,                0.90145,                0.88795,                0.77457,                0.84943,                0.64902,                0.97273,                0.66472,                 1.0777,             0.00058045,             0.00058045,             0.00058045
                     75,                0.49882,                0.35327,                0.88919,                0.86895,                0.80133,                0.85163,                   0.65,                0.97733,                0.67799,                 1.0748,             0.00057983,             0.00057983,             0.00057983
                     76,                0.51468,                0.36562,                0.89739,                0.87497,                0.80035,                0.85865,                 0.6485,                 0.9895,                0.68807,                 1.0808,             0.00057921,             0.00057921,             0.00057921
                     77,                0.50331,                0.35618,                0.88595,                0.87426,                0.80044,                 0.8577,                0.65368,                0.99034,                0.66771,                 1.0789,             0.00057859,             0.00057859,             0.00057859
                     78,                0.50123,                 0.3565,                0.89712,                0.84008,                0.81165,                0.85362,                0.64619,                0.99486,                0.66015,                 1.0787,             0.00057797,             0.00057797,             0.00057797
                     79,                0.50771,                0.35834,                0.89315,                0.88521,                0.80224,                0.86317,                0.65193,                0.98948,                0.65592,                 1.0709,             0.00057736,             0.00057736,             0.00057736
                     80,                 0.5082,                 0.3584,                0.89309,                0.89212,                0.78732,                0.85388,                0.63994,                0.98932,                0.68006,                 1.0707,             0.00057674,             0.00057674,             0.00057674
                     81,                0.51494,                0.35896,                0.89251,                0.89829,                0.79086,                0.85894,                 0.6478,                0.98064,                 0.6744,                 1.0606,             0.00057612,             0.00057612,             0.00057612
                     82,                0.50272,                0.35338,                0.89535,                0.86337,                0.82866,                0.86431,                0.65905,                0.96658,                0.66096,                 1.0482,              0.0005755,              0.0005755,              0.0005755
                     83,                0.50561,                0.36356,                0.89496,                0.89238,                 0.8084,                0.86325,                0.64994,                0.97813,                 0.6729,                 1.0635,             0.00057488,             0.00057488,             0.00057488
                     84,                 0.5005,                0.35081,                0.89097,                0.85405,                0.81147,                0.85693,                0.64684,                0.98887,                0.68348,                 1.0754,             0.00057426,             0.00057426,             0.00057426
                     85,                0.49344,                0.34901,                0.89029,                0.87055,                0.80087,                0.85777,                0.64633,                0.97959,                0.68202,                 1.0743,             0.00057364,             0.00057364,             0.00057364
                     86,                0.50579,                0.36035,                0.89429,                0.86216,                0.79065,                0.85281,                0.65002,                0.98681,                0.70829,                 1.0811,             0.00057303,             0.00057303,             0.00057303
                     87,                0.49864,                0.35458,                 0.8914,                0.89232,                0.79079,                0.86857,                0.65627,                 0.9886,                0.66444,                 1.0878,             0.00057241,             0.00057241,             0.00057241
                     88,                0.50271,                0.35957,                0.89206,                 0.8901,                0.80054,                0.86936,                0.66306,                0.98301,                0.65696,                  1.077,             0.00057179,             0.00057179,             0.00057179
                     89,                0.50159,                0.35335,                  0.894,                0.88646,                0.79174,                0.85583,                0.64472,                0.99135,                0.69677,                 1.0753,             0.00057117,             0.00057117,             0.00057117
                     90,                0.49967,                0.35052,                0.88546,                0.86126,                0.80378,                0.85508,                0.65903,                0.99356,                0.68287,                 1.0812,             0.00057055,             0.00057055,             0.00057055
                     91,                0.50242,                0.35515,                0.89259,                0.86916,                0.81835,                0.86076,                0.65679,                 0.9757,                 0.6754,                 1.0762,             0.00056993,             0.00056993,             0.00056993
                     92,                 0.4909,                0.34155,                0.88206,                0.87199,                0.80184,                0.85711,                0.65505,                0.98179,                0.67637,                 1.0936,             0.00056931,             0.00056931,             0.00056931
                     93,                0.50121,                0.35647,                0.88998,                0.86864,                0.79836,                0.84577,                0.65031,                0.98212,                  0.672,                 1.0921,             0.00056869,             0.00056869,             0.00056869
                     94,                0.50017,                0.35335,                0.88702,                0.87865,                0.78867,                0.85015,                0.64955,                0.98012,                0.66315,                 1.0787,             0.00056808,             0.00056808,             0.00056808
                     95,                0.50306,                0.35257,                0.89215,                0.87572,                0.78984,                0.84777,                0.64451,                  1.006,                0.68791,                 1.0968,             0.00056746,             0.00056746,             0.00056746
                     96,                0.49414,                0.34814,                0.89297,                0.86549,                0.80518,                0.85494,                0.64022,                0.99657,                0.67575,                 1.0877,             0.00056684,             0.00056684,             0.00056684
                     97,                0.49315,                0.34615,                0.89052,                 0.8798,                0.80107,                0.86457,                0.65433,                0.97844,                0.65791,                  1.074,             0.00056622,             0.00056622,             0.00056622
                     98,                0.50429,                0.35685,                0.89508,                0.88143,                0.79966,                0.85742,                0.65711,                0.96249,                0.65938,                 1.0653,              0.0005656,              0.0005656,              0.0005656
                     99,                0.50661,                0.36053,                 0.8965,                0.87263,                0.80341,                0.86164,                 0.6545,                0.98001,                 0.6557,                 1.0813,             0.00056498,             0.00056498,             0.00056498
                    100,                0.49335,                0.34802,                 0.8925,                 0.8939,                 0.7892,                0.86395,                 0.6509,                0.99542,                0.68261,                 1.0991,             0.00056436,             0.00056436,             0.00056436
                    101,                0.49537,                0.35066,                0.89114,                0.86442,                0.80539,                 0.8635,                0.65163,                0.97229,                0.66778,                 1.0748,             0.00056374,             0.00056374,             0.00056374
                    102,                0.49782,                0.35296,                0.88752,                0.86911,                0.80921,                0.85872,                0.65395,                0.96809,                0.67899,                 1.0664,             0.00056313,             0.00056313,             0.00056313
                    103,                0.49877,                0.35309,                0.89609,                0.88363,                0.80973,                0.85132,                0.64551,                0.96801,                0.67947,                 1.0703,             0.00056251,             0.00056251,             0.00056251
                    104,                0.49687,                0.34903,                0.88835,                0.84742,                0.81837,                0.85292,                0.64654,                 0.9768,                0.66228,                  1.062,             0.00056189,             0.00056189,             0.00056189
                    105,                0.48333,                0.34124,                0.88293,                0.90935,                0.78877,                0.85836,                0.65528,                0.96578,                0.66146,                 1.0719,             0.00056127,             0.00056127,             0.00056127
                    106,                0.49382,                0.34533,                0.89333,                0.89179,                0.80051,                0.85216,                0.64282,                0.98905,                0.66616,                 1.0986,             0.00056065,             0.00056065,             0.00056065
                    107,                0.48041,                0.34271,                0.88817,                0.87945,                 0.8152,                0.84701,                0.64118,                 0.9682,                0.66976,                 1.0699,             0.00056003,             0.00056003,             0.00056003
                    108,                0.48248,                0.34486,                0.88759,                0.89147,                0.81161,                0.85607,                0.64463,                0.96441,                0.65832,                  1.067,             0.00055941,             0.00055941,             0.00055941
                    109,                0.48161,                0.34138,                0.88409,                0.87531,                0.80137,                0.85683,                0.64841,                0.98454,                0.68862,                 1.0814,             0.00055879,             0.00055879,             0.00055879
                    110,                0.49641,                0.34344,                0.88824,                0.87529,                0.79411,                0.85407,                 0.6417,                 1.0063,                0.70364,                 1.1001,             0.00055818,             0.00055818,             0.00055818
                    111,                0.49017,                0.34483,                0.88799,                0.87877,                0.79531,                 0.8526,                0.63188,                0.98541,                0.68352,                 1.0782,             0.00055756,             0.00055756,             0.00055756
                    112,                0.48473,                0.34265,                0.88421,                0.88038,                0.81048,                0.86017,                0.65537,                 0.9748,                0.66783,                 1.0797,             0.00055694,             0.00055694,             0.00055694
                    113,                0.48676,                0.34263,                0.88655,                0.86427,                0.81527,                0.85795,                0.65028,                 0.9967,                0.68816,                  1.103,             0.00055632,             0.00055632,             0.00055632
                    114,                0.49206,                0.34138,                0.88393,                0.85747,                0.81397,                0.85342,                0.64539,                0.98454,                0.66057,                  1.088,              0.0005557,              0.0005557,              0.0005557
                    115,                0.48015,                0.33879,                0.88367,                0.88735,                0.80229,                0.86075,                0.65264,                 0.9919,                0.67563,                 1.0867,             0.00055508,             0.00055508,             0.00055508
                    116,                 0.4894,                0.34612,                0.88746,                0.88515,                0.79605,                0.85041,                0.64365,                0.99453,                0.67606,                  1.096,             0.00055446,             0.00055446,             0.00055446
                    117,                0.48742,                0.33953,                0.88808,                0.87802,                0.79811,                0.85084,                 0.6496,                0.98766,                0.67398,                 1.0954,             0.00055384,             0.00055384,             0.00055384
                    118,                0.48272,                0.34803,                0.88469,                0.85263,                0.80539,                0.85301,                 0.6485,                 1.0026,                0.66809,                 1.1029,             0.00055323,             0.00055323,             0.00055323
                    119,                0.48025,                0.33925,                0.88863,                0.87599,                0.80538,                0.85402,                0.64837,                 0.9837,                0.66362,                 1.0939,             0.00055261,             0.00055261,             0.00055261
                    120,                0.47323,                0.33441,                0.88637,                0.86639,                0.80231,                 0.8499,                0.65173,                0.99228,                0.67708,                 1.0911,             0.00055199,             0.00055199,             0.00055199
                    121,                0.48039,                0.34185,                0.88932,                 0.8977,                0.78817,                0.85977,                0.65217,                 0.9868,                0.67739,                 1.0938,             0.00055137,             0.00055137,             0.00055137
                    122,                0.47239,                0.33424,                 0.8821,                0.86779,                0.80734,                0.85887,                 0.6546,                0.95828,                0.68551,                 1.0809,             0.00055075,             0.00055075,             0.00055075
                    123,                0.47277,                0.33113,                 0.8855,                0.86033,                0.81536,                0.85676,                 0.6459,                0.99201,                0.69024,                 1.0929,             0.00055013,             0.00055013,             0.00055013
                    124,                0.47781,                  0.336,                0.88097,                0.86434,                0.80075,                0.86101,                0.65306,                0.98309,                0.67116,                 1.0928,             0.00054951,             0.00054951,             0.00054951
                    125,                0.48325,                0.34356,                0.88526,                0.88255,                0.79477,                0.86155,                0.65878,                0.96197,                0.66957,                 1.0761,             0.00054889,             0.00054889,             0.00054889
                    126,                0.48491,                0.34227,                0.88262,                0.87757,                0.81487,                0.86443,                0.65384,                0.98594,                0.67655,                 1.0833,             0.00054827,             0.00054827,             0.00054827
                    127,                0.48013,                0.34085,                0.88732,                0.88529,                0.81056,                0.86363,                0.65503,                 0.9646,                0.67375,                 1.0707,             0.00054766,             0.00054766,             0.00054766
                    128,                 0.4777,                0.33642,                0.88305,                 0.8576,                0.83031,                0.85946,                0.65148,                0.97156,                0.68318,                 1.0698,             0.00054704,             0.00054704,             0.00054704
                    129,                0.47471,                0.34014,                0.89028,                0.89745,                 0.7853,                0.85888,                0.65666,                0.99459,                0.67474,                 1.0833,             0.00054642,             0.00054642,             0.00054642
                    130,                0.47831,                0.33452,                0.87875,                0.86987,                0.79143,                0.85298,                0.65349,                0.98524,                0.67605,                 1.0881,              0.0005458,              0.0005458,              0.0005458
                    131,                0.46773,                0.33458,                0.88421,                0.89131,                0.80926,                0.86052,                0.65543,                 0.9805,                0.68252,                 1.0971,             0.00054518,             0.00054518,             0.00054518
                    132,                0.47057,                 0.3298,                 0.8792,                0.90404,                  0.799,                0.85688,                0.65363,                0.96887,                0.66565,                 1.0905,             0.00054456,             0.00054456,             0.00054456
                    133,                0.46212,                0.32375,                0.88213,                0.89953,                0.80174,                0.85428,                0.64642,                0.98071,                0.68618,                 1.1051,             0.00054394,             0.00054394,             0.00054394
                    134,                 0.4762,                0.33969,                0.88455,                0.89103,                0.81371,                0.86191,                0.64132,                0.99661,                0.66026,                 1.1115,             0.00054332,             0.00054332,             0.00054332
                    135,                0.47848,                0.33964,                0.88499,                 0.8829,                0.81406,                0.85899,                0.63904,                 1.0063,                0.68557,                  1.112,             0.00054271,             0.00054271,             0.00054271
                    136,                0.47367,                0.32693,                0.88317,                0.88748,                 0.8063,                0.85728,                0.65306,                0.99613,                0.66721,                 1.1067,             0.00054209,             0.00054209,             0.00054209
                    137,                0.46452,                0.32778,                 0.8804,                  0.869,                 0.8084,                0.85169,                0.64533,                 1.0104,                0.70536,                 1.1108,             0.00054147,             0.00054147,             0.00054147
                    138,                0.46943,                0.33208,                0.88267,                0.87842,                 0.8176,                0.86368,                0.64927,                0.99531,                0.68639,                 1.1075,             0.00054085,             0.00054085,             0.00054085
                    139,                0.45841,                0.32742,                0.88081,                0.85601,                0.79984,                0.84297,                0.63908,                0.98593,                0.68647,                 1.0843,             0.00054023,             0.00054023,             0.00054023
                    140,                0.46109,                0.32841,                0.88346,                0.86891,                0.80542,                 0.8492,                0.65106,                0.96492,                 0.6644,                 1.0648,             0.00053961,             0.00053961,             0.00053961
                    141,                0.45482,                 0.3191,                0.87459,                0.87222,                0.80981,                0.85577,                0.65098,                0.98085,                0.67028,                 1.0889,             0.00053899,             0.00053899,             0.00053899
                    142,                0.46143,                0.32247,                 0.8782,                0.86534,                0.81967,                0.86289,                0.65468,                0.98618,                0.68476,                 1.0954,             0.00053838,             0.00053838,             0.00053838
                    143,                0.46272,                0.32733,                0.88333,                0.88968,                 0.8051,                0.86363,                  0.646,                0.98141,                0.67825,                 1.0804,             0.00053776,             0.00053776,             0.00053776
                    144,                0.46091,                0.32474,                0.87522,                0.90532,                  0.802,                0.86135,                0.65002,                0.97889,                0.65674,                 1.0696,             0.00053714,             0.00053714,             0.00053714
                    145,                0.45888,                0.32319,                0.87979,                0.90609,                0.80048,                0.86598,                0.65566,                0.96802,                0.65703,                 1.0639,             0.00053652,             0.00053652,             0.00053652
                    146,                0.45164,                 0.3204,                0.87509,                0.87625,                0.79599,                0.85689,                0.65318,                0.97762,                0.66931,                 1.0813,              0.0005359,              0.0005359,              0.0005359
                    147,                0.47145,                0.33334,                 0.8813,                 0.9046,                0.79561,                0.86183,                0.65362,                0.98458,                0.65939,                 1.1027,             0.00053528,             0.00053528,             0.00053528
                    148,                0.45936,                0.32605,                0.87988,                0.87885,                0.81172,                0.85704,                0.64684,                0.98878,                0.66266,                 1.1139,             0.00053466,             0.00053466,             0.00053466
                    149,                0.45187,                0.31861,                0.88201,                 0.8902,                0.80096,                0.85562,                0.64784,                0.98932,                 0.6842,                 1.1167,             0.00053404,             0.00053404,             0.00053404
                    150,                0.46509,                0.32758,                0.87995,                0.91024,                0.80975,                0.86592,                0.65257,                 1.0132,                0.65807,                 1.1116,             0.00053343,             0.00053343,             0.00053343
                    151,                0.46146,                0.33394,                0.88066,                0.89887,                0.81868,                0.86594,                0.65989,                0.99972,                0.66694,                 1.1041,             0.00053281,             0.00053281,             0.00053281
                    152,                0.46089,                0.32465,                0.87995,                0.88891,                0.80282,                0.86655,                0.66095,                0.97522,                0.66375,                 1.0986,             0.00053219,             0.00053219,             0.00053219
                    153,                0.46191,                0.32351,                 0.8805,                0.87107,                0.83297,                0.86922,                0.66019,                 0.9773,                0.65105,                 1.1029,             0.00053157,             0.00053157,             0.00053157
                    154,                0.46244,                0.32444,                0.87637,                0.88699,                0.81695,                0.86917,                0.66819,                0.96726,                0.65034,                 1.0782,             0.00053095,             0.00053095,             0.00053095
                    155,                0.47361,                0.33181,                0.87689,                0.87145,                0.81898,                0.86608,                0.65244,                0.99078,                0.65818,                 1.0851,             0.00053033,             0.00053033,             0.00053033
                    156,                0.45081,                0.32291,                0.87513,                 0.8862,                0.81767,                0.87129,                0.66034,                0.99395,                0.66486,                 1.0979,             0.00052971,             0.00052971,             0.00052971
                    157,                0.44471,                0.31242,                0.87392,                0.89489,                0.79633,                0.85817,                0.65169,                0.98338,                0.67082,                 1.0841,             0.00052909,             0.00052909,             0.00052909
                    158,                0.44381,                0.31436,                0.87187,                0.85918,                 0.8169,                0.85927,                0.65395,                0.99274,                0.66929,                 1.1029,             0.00052848,             0.00052848,             0.00052848
